0.74797,-0.16114,-0.85397,-0.43461,-1.3022,-0.23276,1.6758,-0.62386,1.8707,-4.988
-1.2347,3.6267,2.2836,-0.42355,-2.0851,-1.2664,1.1402,-0.40939,-0.75048,1.8719
3.1604,-4.0725,1.2758,3.0325,3.9293,-0.48987,0.72606,0.14547,0.47484,0.74277
-1.6719,0.70343,0.82083,-0.44867,-0.41684,-0.48915,1.8442,-1.9615,4.3999,2.4293
-0.90078,0.40542,-0.31973,2.0803,0.19036,10.247,3.7303,-0.11456,6.2934,0.089019
-0.99008,0.67524,-0.37513,-1.3033,-1.736,8.4691,-0.42217,4.7614,1.2646,6.2722
0.43998,-2.2315,0.032101,-0.1232,1.2694,1.1912,5.6485,0.19492,3.5224,-1.4192
-1.106,0.60806,-0.93398,-1.376,0.27957,-3.185,-5.8878,6.8171,2.1105,-0.83246
0.65764,-0.90701,-1.278,-1.4297,0.38703,1.8685,3.5444,2.1928,1.7627,1.6875
-2.5392,0.13897,3.7384,-2.2487,-1.4639,1.0291,1.4851,-0.081394,-0.63158,1.2511
0.10427,-0.010802,0.2665,1.5701,-0.67095,2.7379,-3.5215,6.3831,3.8275,1.4059
1.0445,0.16954,0.21093,0.28187,2.5785,3.2252,3.4554,1.6779,2.9747,-1.2507
-1.8924,-0.038737,-5.9194,1.5341,3.4874,0.015598,-2.1591,-1.5547,0.42716,-0.56736
-0.76308,-2.2535,0.36441,-0.10409,0.09809,-1.2588,-4.643,2.3992,4.5362,3.3673
-3.0128,5.4516,3.663,0.36431,0.88676,0.21726,0.42476,0.30977,1.069,-0.92584
-1.2253,-0.38481,-0.60932,-0.15999,-0.21904,7.2858,-0.073378,4.1556,1.3622,-2.2491
1.5484,-0.52221,0.10191,-0.94676,0.15598,3.824,3.1808,-0.34734,-4.3991,1.1477
1.7489,1.0944,0.27076,0.021325,-0.13155,5.7531,1.455,2.749,-2.0337,-3.341
-0.59188,0.97119,0.49156,-0.54138,-0.68028,4.6756,-2.0434,3.6738,1.5508,3.7366
0.27154,-0.37783,0.36679,-0.82692,1.0929,1.494,2.4336,0.091972,-3.1942,-0.83893
0.65255,-0.56156,-0.47735,-0.25508,-0.69451,6.2054,5.1199,0.38302,0.12929,2.0572
-3.7927,-0.57387,5.7915,6.6426,7.6887,1.2715,-1.5629,0.9407,0.098814,1.195
1.0244,-0.02888,-1.2061,-0.39324,-0.49438,0.089413,5.0262,-0.96791,3.0273,3.1912
-0.42089,-0.9996,-0.15756,-0.96958,-0.07666,3.7932,3.2487,-0.227,2.6549,-0.42102
2.1995,-4.8052,3.4119,-0.63219,-3.8438,1.2135,0.53725,-0.35276,-0.14183,-0.37624
-5.4204,-2.0459,-1.2655,7.9259,-3.0732,-1.1735,-0.47996,1.609,0.25869,-0.28696
0.51235,-0.89559,1.6175,0.75627,0.34883,-1.9004,-1.1744,5.9214,3.2649,4.7516
0.48318,-0.34306,0.25069,1.4857,-0.37881,-1.3768,8.0517,1.9035,4.1992,1.7366
0.64364,1.3913,0.53219,-1.0369,-0.33637,7.9189,3.6694,2.575,1.2675,3.6355
-0.027951,0.4348,-0.63167,-0.98232,0.34234,0.13351,-4.2549,2.2574,6.755,0.79337
-0.72402,2.0692,0.088802,-3.2618,2.1605,0.11184,-0.64691,-1.468,-1.2993,-0.16954
2.2588,-0.010565,0.6258,-0.25638,0.66964,-2.4168,-1.537,7.3903,6.3256,5.3503
-4.3685,1.0372,2.9996,3.7946,-3.6674,-0.96888,-0.29925,-2.4774,-1.0153,-1.6031
2.3141,1.023,-0.46865,-0.37991,-0.34372,2.0351,-2.6674,5.2642,3.4567,1.8303
-0.15624,-0.27342,0.077747,0.4238,-0.9462,8.7364,1.3624,3.4386,2.4989,2.2732
-0.061738,-2.2692,4.1482,-4.5486,0.22032,0.40835,1.486,-0.37353,-0.96775,-1.0589
0.78564,0.43527,1.5266,0.60973,-2.1839,-1.2211,2.7434,0.69424,2.7047,5.6798
-0.5758,-0.79648,0.41081,1.1583,-0.31375,-3.6038,0.99055,2.8308,4.756,1.2984
0.7275,0.79933,0.16382,-1.871,0.2149,4.1258,-2.4384,5.5866,-2.0929,4.3512
-0.39577,-1.0362,-0.85584,-0.67884,1.747,3.4561,-1.3506,2.4411,3.9112,5.2505
2.3698,-0.31654,-0.34958,1.7499,-1.1961,4.365,-0.03974,1.0093,4.4366,5.3983
-1.147,-0.78232,-0.036366,-0.18247,1.4572,5.258,4.3193,5.8958,-1.2726,-1.0252
-0.83205,-0.44008,-0.20771,-0.3484,0.62275,2.4146,2.1919,2.8508,1.9921,5.0915
1.3312,1.1606,-2.6218,3.9661,1.5651,-0.20038,-2.3879,-0.14136,-0.8369,0.07879
-3.3226,2.1332,-0.78752,1.0968,-0.50813,0.66654,2.5919,0.42494,1.219,-1.4302
2.1721,1.0818,1.0761,-0.46667,0.14118,4.9079,0.67495,3.0283,2.6969,0.27247
-0.34513,-1.1831,-0.14659,0.97692,0.095592,-1.1895,2.3547,3.0986,-5.0735,-3.78
-0.27285,0.7887,1.3789,-0.52046,-1.0077,-1.754,4.6813,3.23,2.2953,6.9765
0.18782,-0.51254,0.39304,0.67865,-0.40782,5.9498,1.5145,3.5756,2.0902,5.9872
1.9419,-4.3327,-0.59739,0.92104,0.25526,-0.34573,2.439,0.30878,0.27923,1.2805
-3.8798,-0.66899,0.2379,-3.6323,-4.0763,-1.1565,-1.2718,-0.22317,0.028488,1.5479
0.45719,3.552,-1.1143,0.82066,-3.1582,0.63793,-0.28101,0.34293,-1.6321,-0.31632
1.762,0.85029,1.8849,0.75232,1.0104,-0.45441,6.8339,0.607,-0.12621,0.84201
5.2358,-5.291,6.0284,0.003867,5.5877,-0.36639,1.5828,0.25813,0.91413,-1.4617
-0.18042,0.55515,-0.3009,0.63539,0.42592,3.8454,-2.4522,6.5741,0.21142,2.1584
-1.8165,-0.066169,0.99809,-3.034,2.8277,-0.48965,1.4361,-0.92734,1.513,2.4002
0.82852,0.93329,0.26146,-0.27299,-0.36654,4.2775,-2.3727,-1.3717,-3.2392,5.7905
1.1938,-0.03985,-0.12078,0.47837,-0.27332,6.5837,8.9624,3.3972,-0.63226,4.7862
-2.3027,1.6903,-1.2637,0.64401,-1.3686,4.351,0.99613,3.3819,-0.79696,6.1754
-2.1503,-1.0574,-1.8551,0.70489,1.4098,1.5358,3.9694,2.8637,4.2084,4.4165
0.431,-3.0298,0.22412,0.47515,0.84503,0.27134,0.52453,5.1878,-0.33166,5.169
0.928,3.1007,2.2808,1.6963,-2.2642,-0.027161,0.5814,0.11138,0.2835,0.47157
0.48415,-6.7669,0.87379,0.060594,-1.9969,-1.3298,-0.75472,-1.197,-0.24421,-1.7253
0.934,-0.61947,0.61214,0.1649,-0.64785,5.8712,4.581,5.4181,-4.5558,-0.50219
0.72264,0.04031,-1.0434,0.79452,0.24626,3.8511,2.227,2.9525,-0.32675,3.0263
0.25745,-2.2422,0.72793,-0.32645,-1.1812,-1.5379,2.5574,1.0129,5.0476,1.9592
2.4462,0.73252,-0.56899,1.9475,0.12476,1.3169,2.7908,-0.23427,5.7852,0.70717
2.1884,0.002881,-0.065612,0.45634,0.57117,7.2712,-0.56723,-0.13766,0.66994,-1.3772
-3.0756,3.2092,0.083498,-2.3513,0.99998,-0.039655,1.2741,-2.3279,0.014233,0.89361
-0.10084,-0.44103,-0.83515,-0.83745,0.96216,-0.24403,0.96373,3.1472,-1.4694,1.9727
0.062711,0.14308,1.2507,0.075534,-0.57433,1.4871,-2.9656,2.4997,0.17833,-3.5027
1.2889,0.10543,2.917,-2.5854,2.1673,0.41281,0.98254,0.73273,0.017751,-0.51597
-7.1441,5.5874,0.9206,-3.9357,-0.28017,-1.0326,-0.30099,-0.075871,-0.29968,0.032665
2.8452,0.89295,-4.2673,-0.90837,-2.0677,0.27895,1.4775,1.5412,1.666,-1.023
-0.50162,-1.6882,2.2924,0.8099,4.4823,0.75679,-1.1447,-0.4483,1.0357,1.8767
-0.061706,1.1015,-1.1494,0.26712,0.15385,0.75641,-0.27765,1.544,3.5517,-4.6911
2.5143,-4.301,-0.35133,-2.8496,-4.2809,-0.68316,1.5073,0.48694,-0.91127,-1.2955
-0.49611,-0.16382,-0.6803,0.17953,0.10513,5.0832,10.518,2.3224,0.99579,2.5005
4.2095,-6.7139,-1.1702,-2.5495,-3.9977,0.63955,0.35409,0.20445,-0.56448,0.37937
-0.47234,-2.2401,2.4261,1.1061,3.06,0.69604,0.59845,-1.3662,0.76441,-1.1386
0.61033,1.1067,0.43343,1.3061,-0.32217,-1.4874,6.1425,3.605,-0.10144,-0.29599
2.1433,0.51728,-0.77322,-0.35357,-0.65567,3.7664,7.3539,5.4849,4.9337,-1.0729
-0.53591,5.9865,1.8253,-0.10968,-3.7444,1.3312,-0.971,-2.1013,0.73052,-0.92087
1.5048,4.1486,-6.8011,1.5787,-2.5851,0.37803,-1.0642,0.79812,0.34211,-0.84341
-0.62731,0.7096,0.92665,0.11938,-0.54983,10.007,2.375,1.1723,1.0727,-1.7892
1.2033,1.4222,-1.5341,-1.844,-0.30037,1.1391,-2.2159,-0.060797,1.2881,0.089127
-2.1981,1.9926,-0.75782,-2.8316,5.016,-0.32689,0.40566,0.78441,-0.77801,-0.94552
