-0.37509,0.95613,-0.23422,-0.54955,-0.68813,2.0037,1.5189,0.59955,0.62269,-0.24044,-0.49972,-1.5667,-0.77037,-0.37367,3.4702,-0.76252,0.16678,0.28138,-2.0241,-0.8869,-0.78661,-0.63192,-0.8809,-0.14301,1.4206,-0.54836,-0.79847,-0.27748,0.90819,1.2857,1.169,-0.77285,0.33043,-0.52449,-1.7608,0.33876,0.44612,-0.75835,-0.49961,-0.48125,-0.84196,-0.67637,1.1786,0.53948,0.23829,0.20918,0.71553,-0.36411,-0.72285,-0.33388,-0.56484,-0.34487,-0.95952,-0.9042,-1.0385,-1.0162,-0.68463,-0.64402,-0.6541,-0.60878,-1.2597,0.45209,0.92769,0.98609,0.93089,0.60471,1.2461,0.44326,1.0177,-0.14606,0.72645,-0.31115,-1.1836,0.65487,0.43856,1.1473,0.28285,2.041,0.71325,-1.0016,-0.92243,-0.84598,-1.079,-1.0641,-1.0196,-1.0978,0.53048,-0.53256,-0.0189,-0.28698,-0.22694,-0.54362,1.2296,0.027749,0.4173,1.2536,-0.3219,-0.55586,-0.61869,-0.39146
-0.29631,-0.02099,-0.70877,0.92703,-0.68813,-0.23261,-0.091537,-0.44513,-0.51818,0.206,-0.26586,0.6823,0.089528,0.0092217,-0.25246,0.19217,0.68517,-0.75488,1.3768,0.071609,-0.15873,-0.3108,1.0421,-0.14301,1.5741,0.18459,-0.1429,-0.35562,-0.80082,-0.54227,-0.11481,-0.91623,-0.41246,-0.0070674,0.80805,-0.74393,0.39586,-0.70468,-0.39,-0.7092,-0.55655,-0.51299,0.014569,0.68813,0.67478,0.98729,0.82005,-0.067628,-0.26644,-0.33388,-0.86971,-0.34487,-1.0964,-1.1887,-1.4852,-1.5806,-0.68463,-0.68633,-0.69634,-0.69395,0.41517,-0.36702,-0.19124,-0.11479,0.22329,0.2248,-0.28554,1.1027,-0.45842,-0.55174,0.72645,-0.44404,1.0326,1.0327,0.30083,0.67101,-0.49131,-0.59443,-0.8384,-0.77881,-0.79287,-0.80348,-0.21234,-0.39488,-0.49596,-0.34794,-0.70828,-1.9739,-0.070854,-0.28698,-0.22694,-0.58688,0.54438,1.1305,1.0656,0.85007,-0.23056,-0.55586,-0.1822,-0.39146
-0.45387,1.1393,0.12169,0.22976,-0.30518,-0.57665,-0.41363,-0.16655,-0.87845,-2.1936,-0.34381,0.6823,0.71057,2.3066,-0.30144,0.19217,-2.3675,-0.98016,-1.9644,0.3743,-0.10641,-0.20377,-0.065085,0.099716,-0.77937,-0.44365,-0.52532,-0.43376,-1.1076,-1.3859,-1.5961,1.0432,-1.1553,2.58,-0.92096,0.28177,-1.1119,0.95902,-1.2669,-1.564,-0.89904,-1.0576,0.72593,1.2827,1.4023,1.1246,0.2452,2.6007,2.0726,-0.33388,-0.6955,-0.34487,-1.0964,-1.4257,-1.1874,-1.478,-0.72704,-0.77094,-0.73858,-0.73653,0.72369,-0.54904,-0.75071,-0.48175,1.4616,1.1746,1.6686,1.4071,-0.50604,-2.6381,0.72645,-0.51049,0.92954,1.6265,-0.6633,0.40639,1.6591,-0.8415,0.42231,-0.3778,-0.53375,-0.59096,0.6999,0.41769,0.18884,0.77687,-1.6521,0.10805,-0.74626,-0.28698,-0.22694,-0.80319,-0.53239,-0.90961,-1.8269,-1.5206,-0.50457,0.034903,-0.66234,-0.39146
-0.45387,-0.8149,-0.62968,0.63992,0.029903,-0.23261,0.81033,0.94778,1.1631,-0.63107,-0.34381,0.6823,-0.34042,0.44681,1.5109,0.41681,-0.98518,-0.75488,-0.41313,-0.28153,-0.054083,-0.15025,-0.12336,-0.32506,-0.88169,0.079883,-0.19753,-0.35562,-0.012049,-0.9641,-1.0036,0.85208,-0.31341,0.33788,-0.32815,0.50971,-0.40827,0.74435,0.76086,1.6842,0.98465,0.79406,-1.3435,-0.15422,-0.10121,0.39226,0.03616,0.88113,0.81751,-0.33388,-0.7826,-0.34487,2.1436,1.9404,1.4434,0.93367,0.46031,0.28678,0.063916,-0.055229,0.41517,-0.54904,-0.95415,-0.90113,-1.3098,-1.2315,-0.91931,-0.36837,-0.45842,0.6653,-1.2327,-0.3776,-0.10127,-0.42475,-0.47966,-0.49331,0.66993,-0.30618,-0.30502,-0.19958,-0.27463,-0.25093,-0.12111,-0.29928,-0.37511,-0.48854,0.35352,0.74867,-0.070854,-0.28698,-0.22694,-0.28404,-1.3155,-1.2404,-1.3282,-1.0667,-0.41324,-0.40817,-0.0075998,-0.39146
0.17638,-1.4256,1.664,-1.0417,-0.40091,-0.44764,0.55265,0.87814,1.2832,1.5453,0.27982,0.6823,-1.1525,-1.6317,-0.84025,-0.65021,1.3188,0.23633,0.72049,-1.1391,-0.62964,-0.36432,-0.70608,-0.14301,-0.62588,0.13224,0.13026,0.50394,1.3026,-0.073563,0.32958,-0.53389,0.72663,-1.3869,-1.2174,-0.11711,-0.81034,-0.49001,1.4733,1.7982,1.1559,1.2842,-1.4728,-2.4335,-2.5262,-1.9421,-3.0472,0.52534,0.075857,0.4021,1.7434,-0.00086303,0.22698,0.091393,-0.045728,-0.19518,-0.0061491,-0.051692,-0.14727,-0.18297,0.32702,-0.41252,-0.2421,-0.58659,-1.6636,-1.8647,-0.97212,-1.18,0.017752,1.7664,-1.2327,1.1506,-1.699,-1.1265,-0.43375,-0.86377,0.36887,1.6292,-0.64444,-0.6897,-0.66331,-0.63346,-0.4404,-0.44268,-0.45568,-0.48854,1.4153,0.96221,0.085009,0.2002,0.17138,-0.024464,-1.6092,-0.96475,-0.9292,-1.7728,0.22612,-0.35894,0.12335,2.3542
-0.37509,1.8722,-0.35286,-1.5749,-0.35305,3.4658,0.81033,0.6692,0.26242,-1.2449,-0.49972,-1.5667,-0.7226,0.11862,-0.35042,-1.7734,-1.3884,2.2188,-1.0098,-0.93735,-1.1529,-0.89952,-0.99745,-0.81051,-0.72821,-0.60072,-1.0716,-0.12119,1.9599,3.0199,1.8602,-1.1074,1.9648,-0.86943,-0.27875,-1.1428,0.84819,-1.134,0.76086,0.20258,0.528,0.63068,2.5367,-0.64972,-1.0227,-1.3013,-0.59096,-1.0164,-1.9209,-0.14988,0.82882,-0.2302,0.59206,0.51808,0.50029,0.31793,0.62993,0.49832,0.44404,0.328,-2.3616,1.7263,2.6569,2.716,2.0512,1.9344,2.0383,-0.26692,3.0176,0.31757,0.72645,-0.31115,-1.1321,-0.10087,0.66812,-1.1813,1.186,2.4939,0.034402,-0.77881,-0.66331,-0.37844,-0.98774,-0.68167,-0.73765,-0.62914,0.88441,0.32159,1.8515,-0.28698,0.56969,0.40816,-0.77712,-0.79934,0.21782,-0.91535,-0.047891,-0.85124,-0.53139,-0.39146
0.17638,3.2768,0.042602,-1.0417,0.26925,2.2617,1.068,1.4353,0.86288,-1.6356,0.20187,0.6823,0.66279,1.2673,0.33533,-0.87484,-1.3884,0.10116,-1.2484,0.52564,-0.42035,-0.20377,-0.64781,-0.14301,-0.37007,-0.18189,-0.36142,-0.19933,-0.5379,0.34827,0.2802,-0.91623,-0.16483,-0.69696,0.31405,-1.0858,0.24509,-0.59734,-0.82843,2.425,0.071345,-0.51299,2.278,0.58903,0.33528,0.66689,0.87231,-0.6013,-0.26644,-0.057885,0.26265,0.45781,-0.22936,-0.14565,-0.045728,0.11269,0.58753,0.70987,0.78194,0.88156,-1.3919,0.95266,1.9449,2.1918,2.2281,2.1243,1.9855,0.29107,1.6843,-0.49379,0.72645,-0.3776,0.92954,0.38496,-0.57148,-1.7105,1.186,-0.55325,0.034402,0.78067,0.76184,0.64165,1.156,1.0391,0.83335,0.8706,1.3563,1.3359,-0.38258,-0.28698,-0.22694,1.2734,-0.23873,-0.68906,-1.5775,0.74919,-0.13923,0.28105,-0.57504,-0.39146
-0.45387,0.22329,-0.66923,0.92703,-0.64026,-0.53365,-0.73572,-0.65407,-0.63827,-0.9659,-0.49972,-1.5667,1.1405,1.4861,-0.20348,0.75376,-1.2156,-0.89005,-1.0098,1.0301,0.67845,0.49199,0.69246,-0.74983,0.3462,0.49871,0.13026,-0.43376,-1.2829,-0.63601,-0.55919,0.37416,-0.70961,1.7752,0.61045,0.16781,-0.60931,0.69068,-0.28039,-0.48125,-0.61363,-0.51299,-0.11477,1.0845,1.0143,0.57535,1.1859,1.1776,1.6733,-0.33388,-0.91326,-0.34487,-0.45754,-0.95161,-1.0385,-1.3753,-0.59982,-0.68633,-0.6541,-0.69395,0.67962,-0.59454,-0.64899,-0.53417,0.28226,0.35144,-0.60242,1.2549,-0.6965,-0.66765,0.72645,-0.3776,-0.7713,1.1947,-0.75513,1.6236,-0.061222,-0.80032,-0.062576,0.73611,0.67546,0.51414,0.38062,0.56108,0.71251,0.73,-1.2392,0.96221,-0.27867,-0.28698,-0.22694,-0.63014,0.49543,0.7997,0.068212,0.64831,0.31746,-1.0482,-0.35679,-0.39146
-0.29631,-0.14313,-0.66923,0.96804,-0.64026,-0.57665,0.10172,-0.096903,-0.1579,-0.57527,-0.26586,0.6823,0.041756,0.66561,-0.54635,-0.08862,-0.5244,-0.66477,0.5415,0.021161,-0.21105,-0.41784,0.28455,0.28176,-1.291,1.7028,1.0044,-0.35562,-0.71318,-0.72975,-0.36168,-0.62947,-1.0563,0.97028,-0.57516,-0.34505,0.29535,-0.43634,-0.0063795,-0.88015,0.528,0.30392,-0.30878,0.39083,0.43228,0.84998,-0.17288,0.94042,1.0457,-0.33388,-0.65195,-0.34487,-0.54881,-0.99902,-0.49247,-0.91354,-0.72704,-0.72863,-0.73858,-0.73653,0.85592,-0.59454,-0.75071,-0.63902,0.046392,0.16149,-0.12709,0.39253,-0.64889,-0.72561,0.72645,-0.44404,0.77492,0.277,-0.70922,-1.4459,0.45488,-0.4709,-0.49898,-0.42236,-0.49056,-0.54845,-0.075501,-0.29928,-0.45568,-0.30107,-0.76727,-0.15887,-0.48649,-0.28698,-0.22694,-0.84645,1.0828,-0.35822,0.71653,0.64831,-0.3219,-0.35894,-0.31315,-0.39146
-0.29631,-0.44848,1.2685,-0.71361,-0.35305,-0.49064,-0.027119,0.042388,-0.097857,-0.01722,-0.1879,0.6823,-0.53151,-0.20957,-0.49737,-1.0995,0.051587,0.14622,1.1381,-0.58422,-0.62964,-0.52488,-0.47299,-0.68915,-0.37007,-0.91484,-0.41605,-0.19933,0.33852,0.53575,0.92209,-1.0596,0.479,-0.23703,0.41285,-1.0288,0.94871,-1.134,1.1445,-0.36728,0.69924,0.90298,-0.43812,-1.0957,-1.1197,-1.164,-0.48644,0.28815,0.075857,-0.057885,1.0466,-0.34487,-0.4119,-0.9042,-0.7903,-0.7596,-0.59982,-0.64402,-0.61187,-0.60878,0.63554,-0.54904,-0.29296,-0.27206,-0.24844,-0.535,0.24261,-0.52055,-0.31557,-0.43584,0.72645,-0.31115,0.15643,-0.42475,0.1631,-0.069918,0.11081,1.2998,0.85872,-0.77881,-0.79287,-0.80348,-0.98774,-0.82506,-0.8585,-0.67601,-0.64929,-1.3333,-0.27867,-0.28698,-0.22694,-0.63014,0.10388,0.24831,-0.081399,-0.057856,-0.3219,-0.21125,-0.61869,-0.39146
